RegionID	regionName	stateName	averageHomePrice
394465	Chillicothe, OH	OH	200776.59653526900
395077	Searcy, AR	AR	195415.7276918720
394638	Grand Island, NE	NE	239385.8906743800
394994	Port Angeles, WA	WA	486732.21410198200
394350	Auburn, NY	NY	202651.54978800900
394699	Huntsville, TX	TX	258428.31830871100
394738	Keene, NH	NH	355385.21408360800
394674	Heber, UT	UT	1099557.6499494900
395010	Quincy, IL	IL	171801.17404028300
395062	Sandusky, OH	OH	220985.6543743200
394593	Findlay, OH	OH	223832.09668705900
394614	Frankfort, KY	KY	232730.83045575900
394516	Danville, IL	IL	88088.83259079420
394298	Aberdeen, WA	WA	316296.29068652500
394999	Portsmouth, OH	OH	124790.7129487200
395106	Somerset, PA	PA	158249.68190108400
753928	Wisconsin Rapids, WI	WI	209880.41025120100
753893	Jefferson, GA	GA	394447.1843571110
394736	Kapaa, HI	HI	959536.8439257700
394955	Palatka, FL	FL	205183.87342575500
394626	Gallup, NM	NM	205722.59355605200
394683	Hobbs, NM	NM	176083.99618427100
395088	Shawnee, OK	OK	174830.7613697570
394884	Mount Airy, NC	NC	206320.20305429000
395132	Stevens Point, WI	WI	284555.7922068550
394647	Greeneville, TN	TN	231048.82521085500
394655	Greenwood, SC	SC	156291.39579119000
394764	Lake City, FL	FL	257237.34337336400
394752	Klamath Falls, OR	OR	281353.07478780500
394877	Morehead City, NC	NC	448271.8650904390
394472	Clearlake, CA	CA	306906.48636929200
394305	Alamogordo, NM	NM	223818.59100475700
395027	Roanoke Rapids, NC	NC	95383.62640708260
394587	Farmington, MO	MO	179630.13677161200
394897	Muskogee, OK	OK	144605.74458571000
394826	Marion, IN	IN	137850.14592456700
394586	Faribault, MN	MN	327379.8042907980
395021	Richmond, IN	IN	151457.10122075800
394829	Marquette, MI	MI	222435.73996404500
394922	North Wilkesboro, NC	NC	219295.20285508900
394885	Mount Pleasant, MI	MI	203738.2829774120
395024	Rio Grande City, TX	TX	127524.49720580500
394827	Marion, OH	OH	163547.4780046200
394360	Baraboo, WI	WI	317351.17600482700
395016	Red Bluff, CA	CA	304086.1962027850
394825	Marinette, WI	WI	181580.39869334700
395040	Roswell, NM	NM	146441.7993228370
395092	Shelton, WA	WA	445515.2253912020
394540	Dublin, GA	GA	157536.14263443800
394899	Nacogdoches, TX	TX	217281.58360940200
395105	Somerset, KY	KY	160371.08734290200
394496	Coos Bay, OR	OR	334901.6052179010
394600	Forest City, NC	NC	205451.23110006500
394836	Martinsville, VA	VA	130061.31552263300
395020	Rexburg, ID	ID	397259.4815043790
394787	Lewiston, ID	ID	354549.8697422480
394759	Laconia, NH	NH	467762.51375779500
394629	Georgetown, SC	SC	386345.7984015930
394343	Athens, OH	OH	167115.17291298800
395063	Sanford, NC	NC	275038.1531486390
394570	Enid, OK	OK	128496.0594537360
394889	Mount Vernon, OH	OH	263635.82000754000
395199	Walla Walla, WA	WA	394715.12214056000
394309	Albemarle, NC	NC	282695.50163438200
394701	Hutchinson, KS	KS	137814.64221359900
394693	Hudson, NY	NY	422802.52073566000
395124	Starkville, MS	MS	233982.8639850240
394443	Carlsbad, NM	NM	219791.51329347100
394631	Gillette, WY	WY	338538.27761024200
395136	Sturgis, MI	MI	193871.36576612000
395044	Rutland, VT	VT	298542.3793784730
394509	Crossville, TN	TN	292116.0451863390
395071	Sayre, PA	PA	187606.74452883400
395049	Salina, KS	KS	166408.31866274300
753903	Marietta, OH	OH	179394.36935546300
394591	Fergus Falls, MN	MN	312081.0442437130
394362	Barre, VT	VT	372273.35196748700
394618	Fremont, OH	OH	172928.217439485
394939	Oneonta, NY	NY	194912.28076889200
394490	Columbus, MS	MS	166108.79381696600
394923	Norwalk, OH	OH	171227.87258436600
394365	Batavia, NY	NY	199398.22559901300
394336	Ardmore, OK	OK	171281.11204739400
394956	Palestine, TX	TX	196845.08140259400
394605	Fort Madison, IA	IA	111789.53500895300
394456	Charleston, IL	IL	134154.371577507
394592	Fernley, NV	NV	394920.814306282
394444	Carson City, NV	NV	467724.9183922580
394551	Eagle Pass, TX	TX	220192.07077985600
394432	Calhoun, GA	GA	263921.2012977200
753877	Cullowhee, NC	NC	387516.2705165190
394737	Kearney, NE	NE	275544.5979322540
394582	Fairmont, WV	WV	157582.84002500700
394940	Ontario, OR	OR	344552.7395862550
394621	Gaffney, SC	SC	173299.1234984080
394977	Picayune, MS	MS	214312.11714081500
395131	Sterling, IL	IL	128924.70092460600
394411	Branson, MO	MO	248684.3244526700
394446	Cedar City, UT	UT	393711.9946459300
395216	Waycross, GA	GA	141830.83598916000
394951	Oxford, MS	MS	352670.7917368680
394721	Jasper, IN	IN	219213.76672666400
394556	Edwards, CO	CO	1309883.2521036700
394547	Durango, CO	CO	644298.3835238890
394750	Kinston, NC	NC	139733.11600313700
753920	Sonora, CA	CA	387615.18727428900
395157	Tiffin, OH	OH	157115.4417655450
394366	Batesville, AR	AR	150358.4853132340
394989	Point Pleasant, WV	OH	148122.2398760870
394566	Elko, NV	NV	342060.19162408300
394517	Danville, KY	KY	199524.40860897000
394632	Glasgow, KY	KY	182134.1868235
395122	St. Marys, GA	GA	289654.2433473000
394402	Boone, NC	NC	491280.39945032200
395204	Warrensburg, MO	MO	264752.79164234200
394634	Gloversville, NY	NY	189269.51443857400
394604	Fort Leonard Wood, MO	MO	208568.86864002400
394993	Poplar Bluff, MO	MO	152637.74028220900
394562	Elizabeth City, NC	NC	248534.85411228200
394967	Payson, AZ	AZ	372737.5301194240
394344	Athens, TN	TN	235584.70227998500
394571	Enterprise, AL	AL	194608.15703090100
394339	Ashland, OH	OH	221981.33966211000
395073	Scottsboro, AL	AL	188805.15152620800
394861	Milledgeville, GA	GA	188942.81650583000
394742	Kerrville, TX	TX	353236.17245029700
394363	Bartlesville, OK	OK	169822.93796087900
394985	Platteville, WI	WI	208417.66949483000
394503	Corsicana, TX	TX	214171.37361311500
394652	Greenville, OH	OH	194045.336480804
395029	Rochelle, IL	IL	202689.57232640000
394538	Douglas, GA	GA	138368.54554597300
394933	Oil City, PA	PA	123136.11337941200
394838	Mason City, IA	IA	182423.64459676600
394717	Jacksonville, TX	TX	222870.47807214000
394625	Galesburg, IL	IL	99165.84292790460
394954	Pahrump, NV	NV	324232.322219383
394963	Paris, TX	TX	188279.58270644700
395234	Winona, MN	MN	260012.77720943800
753905	Newport, OR	OR	461026.8284426900
394878	Morgan City, LA	LA	124563.8955926340
395091	Shelbyville, TN	TN	315271.356773046
394326	Amsterdam, NY	NY	188425.17969489400
753911	Ozark, AL	AL	151886.37693113700
394316	Alice, TX	TX	122819.90876848200
394628	Gardnerville Ranchos, NV	NV	653881.1747188690
394608	Fort Polk South, LA	LA	156110.0910793650
394437	Ca-¦on City, CO	CO	332145.86483148000
394903	Natchez, MS	LA	106420.53224571600
394906	New Castle, IN	IN	168351.69351627100
394478	Clovis, NM	NM	158979.44525753200
394919	Norfolk, NE	NE	231378.08985483900
394431	Cadillac, MI	MI	213462.04214443300
395043	Ruston, LA	LA	207325.5169426040
395097	Sidney, OH	OH	214664.69465808500
395008	Pullman, WA	WA	368160.8689868040
394819	Malone, NY	NY	155316.64287601900
394527	Del Rio, TX	TX	206008.3876028650
394391	Blackfoot, ID	ID	347800.6208263270
395017	Red Wing, MN	MN	308258.3932646010
394918	Nogales, AZ	AZ	267487.83722690500
395144	Tahlequah, OK	OK	189393.93149715000
394739	Kendallville, IN	IN	226739.73942151200
394876	Montrose, CO	CO	460867.7419608990
394504	Cortland, NY	NY	179021.65287191900
394887	Mount Sterling, KY	KY	167054.64156237600
394477	Clinton, IA	IA	159953.28601260200
753916	Sandpoint, ID	ID	613437.819053559
753865	Bardstown, KY	KY	246099.9595886850
395201	Wapakoneta, OH	OH	214360.8552925950
394987	Plymouth, IN	IN	237313.3149573900
394789	Lewistown, PA	PA	171646.42514127000
394379	Bemidji, MN	MN	253042.94926293000
394377	Bellefontaine, OH	OH	227036.81367911400
395087	Seymour, IN	IN	214196.15553640200
394426	Burley, ID	ID	312179.4526537310
394548	Durant, OK	OK	216301.3871048540
394883	Moultrie, GA	GA	137854.50873661500
394398	Bogalusa, LA	LA	123203.68981128100
394500	Cornelia, GA	GA	300727.5746823920
753889	Hillsdale, MI	MI	186343.38232961600
395155	Thomasville, GA	GA	202708.5487693820
394961	Paragould, AR	AR	176855.2008691600
394650	Greenville, MS	MS	51835.0873047721
394427	Burlington, IA	IA	127985.69074915000
394817	Madisonville, KY	KY	137907.30433802100
394850	Menomonie, WI	WI	292273.7942531570
753918	Shawano, WI	WI	241976.30224390800
395189	Vicksburg, MS	MS	145240.86775571900
394375	Bedford, IN	IN	189514.56336856200
395208	Washington, NC	NC	235449.5645730950
394616	Freeport, IL	IL	139452.892353769
394667	Harrison, AR	AR	219307.3883335350
395037	Rolla, MO	MO	208166.5528849390
394482	Coldwater, MI	MI	188044.8249075550
753904	Marion, NC	NC	257257.0160291150
394695	Huntingdon, PA	PA	172644.38305007100
394567	Ellensburg, WA	WA	491612.971728158
394990	Ponca City, OK	OK	98460.52126683360
394779	Lawrenceburg, TN	TN	223719.3858983230
394842	McAlester, OK	OK	133977.2726454330
394886	Mount Pleasant, TX	TX	213307.6498889400
395228	Willmar, MN	MN	260449.9811028480
395034	Rockingham, NC	NC	122246.41448685700
394895	Muscatine, IA	IA	182865.19291087200
394785	Lewisburg, PA	PA	256503.2213607400
394349	Auburn, IN	IN	228005.11156963600
394545	Duncan, OK	OK	130426.97123129600
395081	Sedalia, MO	MO	168709.88404200300
394448	Cedartown, GA	GA	209317.09636003900
394677	Henderson, NC	NC	176733.5474066950
394297	Aberdeen, SD	SD	215046.9532364750
395032	Rock Springs, WY	WY	282232.3180166800
394627	Garden City, KS	KS	220398.9469808470
395129	Stephenville, TX	TX	314246.1334830910
394449	Celina, OH	OH	243040.61818083800
395230	Wilmington, OH	OH	226083.05372206400
394424	Bucyrus, OH	OH	142197.73512759000
394319	Alma, MI	MI	158364.90829475900
394558	El Campo, TX	TX	201405.51716306000
394891	Mountain Home, AR	AR	225046.51354025400
394624	Gainesville, TX	TX	299902.5559411200
395158	Tifton, GA	GA	182012.2588047150
394397	Blytheville, AR	AR	89578.19124065580
394845	McMinnville, TN	TN	235293.1652316700
394341	Astoria, OR	OR	503993.5723422010
394409	Bradford, PA	PA	106288.3225448250
394574	Espa-¦ola, NM	NM	317669.21310089900
394844	McComb, MS	MS	95092.18981092930
753866	Big Stone Gap, VA	VA	119486.58407537700
394833	Marshalltown, IA	IA	158591.11376083400
394384	Big Rapids, MI	MI	202412.5361002930
394354	Austin, MN	MN	185510.61131439400
395082	Selinsgrove, PA	PA	210718.0134698960
395219	West Plains, MO	MO	204230.56045152600
394934	Okeechobee, FL	FL	279017.43056748000
394690	Houghton, MI	MI	168633.30079498800
394881	Moscow, ID	ID	447168.49519517100
394476	Clewiston, FL	FL	275236.33824328700
395026	Riverton, WY	WY	307959.4869269580
394560	El Dorado, AR	AR	118292.18435130400
395083	Selma, AL	AL	75799.26805595650
394981	Pittsburg, KS	KS	124968.5612605190
394663	Hannibal, MO	MO	186657.9923592330
395203	Warren, PA	PA	132799.61714640100
394315	Alexandria, MN	MN	325502.4678665220
395178	Urbana, OH	OH	230744.79296114600
394654	Greenwood, MS	MS	88251.20126564400
394434	Cambridge, OH	OH	160403.89317929200
395227	Williston, ND	ND	324380.2313056410
394526	Defiance, OH	OH	174693.3892100770
395099	Sikeston, MO	MO	142236.99083635100
395046	Safford, AZ	AZ	275686.750083054
394715	Jacksonville, IL	IL	116933.77111053800
394300	Ada, OK	OK	169404.16358063700
394422	Brownwood, TX	TX	184134.25404939300
394507	Crawfordsville, IN	IN	205503.50961997300
394801	Logansport, IN	IN	157073.33559201900
395072	Scottsbluff, NE	NE	181355.3736395050
394904	Natchitoches, LA	LA	161099.61042469300
394914	Newberry, SC	SC	228233.61938438300
394799	Lock Haven, PA	PA	183320.2241841040
394451	Centralia, IL	IL	108720.00702358500
394554	Easton, MD	MD	472464.3496375980
394948	Owatonna, MN	MN	275936.8962855590
394888	Mount Vernon, IL	IL	127989.88310065300
394771	Laramie, WY	WY	365145.53995578300
394894	Murray, KY	KY	126945.57217874200
394617	Fremont, NE	NE	221311.08075438700
394382	Bennington, VT	VT	363802.61230838500
395069	Sault Ste. Marie, MI	MI	165969.7113957410
394436	Campbellsville, KY	KY	180623.49939104800
394550	Dyersburg, TN	TN	156351.8372689910
394573	Escanaba, MI	MI	176921.1528258110
394840	Mayfield, KY	KY	143647.53707661100
394745	Kill Devil Hills, NC	NC	582464.1585392480
395137	Sulphur Springs, TX	TX	244560.7012465960
394702	Hutchinson, MN	MN	274548.10002510000
394506	Coshocton, OH	OH	157269.15615174900
394696	Huntington, IN	IN	190186.7571039700
394522	DeRidder, LA	LA	164508.18085407100
395192	Vincennes, IN	IN	142216.94414911800
394370	Bay City, TX	TX	200418.35629579100
394920	North Platte, NE	NE	196973.0873145500
394973	Peru, IN	IN	141344.0452918750
394992	Pontiac, IL	IL	145370.80323200100
394781	Lebanon, MO	MO	210704.68589260900
394915	Newport, TN	TN	220747.4473613690
394525	Decatur, IN	IN	218559.59303348000
395191	Vidalia, GA	GA	160712.4870917400
394413	Brenham, TX	TX	351291.9915332830
395187	Vernal, UT	UT	326844.0206610840
394947	Ottumwa, IA	IA	118027.31129667300
394430	Butte, MT	MT	266241.5854768950
394499	Corinth, MS	MS	154725.5639775440
394417	Brookhaven, MS	MS	168443.19661157600
394569	Emporia, KS	KS	161544.2069884340
394713	Jackson, WY	WY	1417778.27446846
394385	Big Spring, TX	TX	137913.51473592900
394557	Effingham, IL	IL	198710.85098716900
394536	Dodge City, KS	KS	199071.17610405700
395211	Watertown, SD	SD	329962.55559331300
394331	Angola, IN	IN	293842.1786194570
394535	Dixon, IL	IL	159492.1973442670
394777	Laurinburg, NC	NC	132169.1390924240
395149	Taos, NM	NM	438105.57935160800
394419	Brookings, SD	SD	290036.2438905360
394324	Americus, GA	GA	122247.58118667100
394491	Columbus, NE	NE	264852.4512429060
395150	Taylorville, IL	IL	109982.13533213600
394335	Arcadia, FL	FL	247908.9286069600
394786	Lewisburg, TN	TN	312071.8371162290
395084	Seneca Falls, NY	NY	192524.77525938500
394533	Dickinson, ND	ND	292010.6600580370
395207	Washington, IN	IN	210525.3645065840
395165	Troy, AL	AL	158239.94648817800
753902	Malvern, AR	AR	155212.14323701600
394613	Frankfort, IN	IN	198234.58593573900
394815	Madison, IN	IN	212312.5414378660
394414	Brevard, NC	NC	444792.3351295760
395141	Susanville, CA	CA	222407.32235991400
394835	Martin, TN	TN	163847.0663197590
394984	Plainview, TX	TX	110894.70519087600
753878	Dayton, TN	TN	240296.64180529200
753892	Jackson, OH	OH	134045.34254751400
394433	Cambridge, MD	MD	256577.16829489700
394962	Paris, TN	TN	189583.0748960280
394730	Juneau, AK	AK	477300.3629002060
394481	Coffeyville, KS	KS	85678.08248340510
394774	Las Vegas, NM	NM	223259.8955496470
394383	Berlin, NH	NH	243082.02089984200
394473	Cleveland, MS	MS	122010.96552706900
394670	Hastings, NE	NE	194218.4795447040
394376	Beeville, TX	TX	156421.1079720310
394749	Kingsville, TX	TX	138999.00253951000
395196	Wabash, IN	IN	174436.47919769300
753871	Breckenridge, CO	CO	955738.2501345730
394310	Albert Lea, MN	MN	172357.60910440000
395093	Sheridan, WY	WY	419876.2112664410
395176	Union City, TN	TN	140325.17335533100
394855	Miami, OK	OK	129116.57258263600
394708	Iron Mountain, MI	MI	164232.07311073300
394725	Jesup, GA	GA	190277.60443485000
394846	McPherson, KS	KS	203684.02208600500
394751	Kirksville, MO	MO	166636.10821613700
753901	Ludington, MI	MI	242226.68271131000
394356	Bainbridge, GA	GA	150000.7817624500
394320	Alpena, MI	MI	179526.96793722500
395206	Washington Court House, OH	OH	220297.56201844500
394673	Hays, KS	KS	223461.7391841810
394606	Fort Morgan, CO	CO	335814.54607695000
395185	Van Wert, OH	OH	170713.57816553100
394740	Kennett, MO	MO	82882.09485329050
753926	Weatherford, OK	OK	160019.04869245200
394892	Mountain Home, ID	ID	337765.23734006000
394864	Mineral Wells, TX	TX	247435.66030823100
394795	Lincoln, IL	IL	128227.55801585700
395100	Silver City, NM	NM	185245.69639788800
753879	Elkins, WV	WV	145353.39712753000
394812	Macomb, IL	IL	94790.55711049640
394435	Camden, AR	AR	92473.09781572120
394508	Crescent City, CA	CA	360441.6633934480
394921	North Vernon, IN	IN	197591.25584686500
395154	Thomaston, GA	GA	169473.82518196900
394642	Grants, NM	NM	132407.35267392300
394381	Bennettsville, SC	SC	111697.71793876100
394615	Fredericksburg, TX	TX	472419.287614208
395159	Toccoa, GA	GA	216099.76429179000
753923	The Dalles, OR	OR	386200.6868089260
394649	Greensburg, IN	IN	223979.67518630900
394706	Indianola, MS	MS	90886.63726921010
394758	La Grande, OR	OR	307407.598854017
753909	Ottawa, KS	KS	229115.80518300200
394912	New Ulm, MN	MN	207400.93206082600
394791	Lexington, NE	NE	191196.70048170100
394643	Great Bend, KS	KS	105325.46973097200
395110	Spearfish, SD	SD	420866.0131830560
395214	Wauchula, FL	FL	217269.09823436500
394830	Marshall, MN	MN	205077.9272971130
394529	Deming, NM	NM	147497.45770909600
394854	Mexico, MO	MO	158258.4114635790
394584	Fallon, NV	NV	369515.9115828990
394322	Altus, OK	OK	106154.715120634
395181	Uvalde, TX	TX	178241.48155874600
753884	Hailey, ID	ID	886158.2956665310
753921	Steamboat Springs, CO	CO	1078143.9276969300
395138	Summerville, GA	GA	159972.2697874940
394869	Moberly, MO	MO	159561.91923603800
394858	Middlesborough, KY	KY	77897.64445080680
395236	Woodward, OK	OK	117721.47116071100
395004	Prineville, OR	OR	452001.0245319250
394687	Hood River, OR	OR	670072.6244563290
394601	Forrest City, AR	AR	72402.09405054230
394494	Connersville, IN	IN	147958.9056182770
394868	Mitchell, SD	SD	241241.4768730290
394831	Marshall, MO	MO	161009.43048503700
394418	Brookings, OR	OR	455505.3237071240
395241	Yankton, SD	SD	264172.2992359410
395198	Wahpeton, ND	ND	203911.2688112380
394818	Magnolia, AR	AR	122952.52105315400
394564	Elk City, OK	OK	136795.8707366190
394793	Liberal, KS	KS	137761.00216260600
395239	Worthington, MN	MN	217267.4461444570
394945	Oskaloosa, IA	IA	174503.7541787350
394959	Pampa, TX	TX	98808.1045051114
394470	Clarksdale, MS	MS	56270.046349296000
395130	Sterling, CO	CO	245008.1603172800
394371	Beatrice, NE	NE	183930.06426104400
394718	Jamestown, ND	ND	203970.22235730900
394784	Levelland, TX	TX	148887.8866412390
394656	Grenada, MS	MS	101566.49834777400
394837	Maryville, MO	MO	197730.16943351100
394337	Arkadelphia, AR	AR	147017.47118809700
394544	Dumas, TX	TX	168851.24039000000
394659	Guymon, OK	OK	151656.48322915400
394403	Borger, TX	TX	112522.47926338800
394979	Pierre, SD	SD	269107.82314029900
394700	Huron, SD	SD	190751.76343717800
395135	Storm Lake, IA	IA	176293.02914941700
394498	Cordele, GA	GA	124760.34295347900
394578	Evanston, WY	WY	309934.1581407280
395014	Raymondville, TX	TX	118250.9107393890
753914	Port Lavaca, TX	TX	192281.29107821000
753908	Othello, WA	WA	294879.4799819890
753925	Vineyard Haven, MA	MA	1478663.8941353300
394965	Parsons, KS	KS	82300.09540908790
395003	Price, UT	UT	256935.3030457790
394996	Portales, NM	NM	145650.40497926900
394805	Los Alamos, NM	NM	577633.7254689840
394678	Hereford, TX	TX	163439.43406044
394330	Andrews, TX	TX	232611.27271027600
395112	Spirit Lake, IA	IA	372885.0637065540
394594	Fitzgerald, GA	GA	107761.35311598700
753927	Winnemucca, NV	NV	317078.8587100870
394841	Maysville, KY	KY	155651.82392364600
395104	Snyder, TX	TX	126560.05510116900
394676	Helena, AR	AR	48981.38945059310
395111	Spencer, IA	IA	177490.74053582100
394342	Atchison, KS	KS	157676.34944324100
753880	Fairfield, IA	IA	166368.95408116600
395186	Vermillion, SD	SD	248533.0607549790
395142	Sweetwater, TX	TX	111693.40848052100
394968	Pecos, TX	TX	152477.01470020800
753929	Zapata, TX	TX	126790.17776675000
394743	Ketchikan, AK	AK	382798.41374994300
753874	Craig, CO	CO	276269.78195539300
395188	Vernon, TX	TX	93290.88186199470
394767	Lamesa, TX	TX	92265.3154070874